review_id,text,language,rating,sentiment,product_category
mpg1469917_rev_4,wslny b9a3da khasra chwya,darija_arabizi,3.0,neutral,TV & HIGH TECH
mpg92932_rev_6,"d3if 9lilaan, lkn mzyan bzaf ls3rh",darija_arabizi,3.0,neutral,TV & HIGH TECH
63574765_rev_4,ljouda mzyana,darija_arabizi,4.0,positive,Sports & Loisirs
67273093_rev_4,khayb makns7ch bih,darija_arabizi,1.0,negative,"Maison, cuisine & bureau"
48136745_rev_5,"jouda mtousta, mntouj mzyan llastkhdam bchrout dnya, mmkn l3tour 3la afdl",darija_arabizi,3.0,neutral,Sports & Loisirs
mpg947936_rev_4,t3tl lmntouj 7ta 9bl asbou3 mn astlamh ya llhdr!,darija_arabizi,1.0,negative,TV & HIGH TECH
65142657_rev_5,khfif wy2dy 3mlh,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
48136745_rev_5,"jouda mtousta, mntouj mzyan llastkhdam bchrout dnya, mmkn l3tour 3la afdl",darija_arabizi,3.0,neutral,Sports & Loisirs
mpg1539036_rev_4,"ada2 mzyan bsfa 3ama, lkn ywtywb bh khll wy7taj ila i3ada tchghil li3ml, whda machy mfaj2aan ndraan 7it nskha andrwyd lmtbta machy m3tmda mn joujl. bkhlaf dlk, lttbi9at lakhra ktkhdm bchkl s7i7.",darija_arabizi,3.0,neutral,TV & HIGH TECH
65416983_rev_3,makaynch krat sghira lkn ma basch,darija_arabizi,3.0,neutral,Sports & Loisirs
38716040_rev_5,"kan lmntouj m3roudaan m3 7aml mrf9. kl dak kdb, 3nd ltousil lm ajd swa ltlfaz. mly achtkit 9il ly rah sitm rd 50 drhmaan ila 7saby. lm yunfd chi2",darija_arabizi,1.0,negative,TV & HIGH TECH
64231347_rev_5,"bsit wsri3, 3mly ima lmch ykn 3ndik jhaz t7km 3n b3d ltlfazk",darija_arabizi,4.0,positive,TV & HIGH TECH
mpg1460809_rev_4,ljouda khayba,darija_arabizi,1.0,negative,"Maison, cuisine & bureau"
65743968_rev_4,khayb bs7,darija_arabizi,1.0,negative,"Maison, cuisine & bureau"
mpg843761_rev_3,machy f3al,darija_arabizi,3.0,neutral,Sports & Loisirs
67307940_rev_4,"mntouj 3aly lada2, kns7 bih, chrit 7ta mnh tanyaan",darija_arabizi,5.0,positive,TV & HIGH TECH
65429625_rev_5,mntouj baljouda mzyana wmtab9 llousf,darija_arabizi,5.0,positive,TV & HIGH TECH
mpg947936_rev_5,mhrs balf3l b3d asbou3in,darija_arabizi,3.0,neutral,TV & HIGH TECH
65363820_rev_4,mzyan,darija_arabizi,4.0,positive,"Maison, cuisine & bureau"
53823858_rev_3,ychft khayb bzaf,darija_arabizi,1.0,negative,"Maison, cuisine & bureau"
65774067_rev_4,r2ya khayba,darija_arabizi,2.0,negative,Sports & Loisirs
mpg1351162_rev_3,mntouj mzyan bsfa 3ama,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
mpg92932_rev_4,d3if bzaf ⚡,darija_arabizi,1.0,negative,TV & HIGH TECH
38822249_rev_5,"jhaz l3rd kikhdm mzyan bzaf lkn ndam andrwyd si2, 3ndih App store kmtjr ttbi9at bdlaan mn joujl blay wntfliks wdizny+ makhdamach",darija_arabizi,4.0,positive,TV & HIGH TECH
67201651_rev_4,rf3 lsout,darija_arabizi,1.0,negative,Sports & Loisirs
65758989_rev_3,"mntouj mdll, ljouda ma tchbhch 4K b7al hw mdkour. lsoura khayba bzaf wkhiba aml kbira",darija_arabizi,1.0,negative,TV & HIGH TECH
57073748_rev_6,ytmz9 bzrba kbira,darija_arabizi,2.0,negative,Sports & Loisirs
65774067_rev_5,mntouj bla qualité khayba bzaf tatir tkbir 3la mraa lr2ya lkhlfya,darija_arabizi,1.0,negative,Sports & Loisirs
mpg92932_rev_4,d3if bzaf ⚡,darija_arabizi,1.0,negative,TV & HIGH TECH
61942486_rev_5,"jhaz lt7km 3n b3d kikhdm bchkl mtaly, ltsni3 machy lafdl lkn lls3r yst79 5 njoum",darija_arabizi,5.0,positive,TV & HIGH TECH
63613261_rev_5,wa3r,darija_arabizi,5.0,positive,TV & HIGH TECH
64922713_rev_3,"a7bh, tsmim 3sry jmil lknh khfif bzaf yt7rk bzaf mly nd3 aw nzil sma3a lras. tbtuu l7aml 3la ltawla blsa9at las9a mn ljanbin 7ta ma yt7rkch walan rah mtaly",darija_arabizi,4.0,positive,TV & HIGH TECH
67547186_rev_3,"lmntouj bh 3da 3ywb, tm tslimh, lkn lm tudkr 3br lintrnt, lda lm ykn 3ndy lid lt9dim chkwa wirja3 fy lmhla l9anounya lbalgha 7 ayam, ajd an lndam mutla3ab bh 7ta ma yurja3ch lmntouj fy lou9t lmnasb...",darija_arabizi,1.0,negative,"Maison, cuisine & bureau"
66246898_rev_3,mzyan bzaf,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
mpg46159_rev_5,d3if,darija_arabizi,3.0,neutral,Sports & Loisirs
65437112_rev_4,yskhn bzrba... douda2 sakhba,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
67228364_rev_3,ma y9blch chra27 SIM lmdfou3a msb9aan. yttlb chra27 achtrak. mchkla APN machy mktchf,darija_arabizi,3.0,neutral,TV & HIGH TECH
63928477_rev_3,"mntouj mkhib llamal tmama wdw ljouda khayba bzaf. had lkamira makhdamach bchkl s7i7: khas an tb9a mouswla baltyar bastmrar, mma yj3lha machy 9abla llastkhdam llghrd lm3ln. lmwasfat mdlla, khasa fima yt3l9 bbta9a ldakra (64 jija ilzamy), m3louma machy m7dda boudw7. jouda ltsni3 rdi2a, walkamira 9abla llaktchaf bshoula, lda fhy 3dima lfa2da lay astkhdam sry. bsra7a, raha khsara llmal. andm bchda 3la had lchra2. had tjrbty lawla 3la joumya why slbya bzaf. kns7 bchda b3dm chra2 had lmntouj whda lba23",darija_arabizi,2.0,negative,TV & HIGH TECH
mpg1398156_rev_4,"lst radya 3n mchtryaty balmra, 3ndih balf3l zr makhdamch",darija_arabizi,1.0,negative,"Maison, cuisine & bureau"
41570626_rev_4,kant tn9sh bta9a lsout lsghira,darija_arabizi,3.0,neutral,TV & HIGH TECH
37934532_rev_3,sghir bzaf (lsour tou7y bal3ks) wmsabi7 LED 9wya bzaf wghir mntchra mma ykhl9 an3kasat ktira bzaf,darija_arabizi,2.0,negative,TV & HIGH TECH
49314577_rev_3,ljouda mzyana bzaf,darija_arabizi,5.0,positive,Sports & Loisirs
mpg1542626_rev_3,"mghlf jidaan, mntouj bla qualité mzyana",darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
65022191_rev_5,kikhdm bchkl mtaly!,darija_arabizi,5.0,positive,TV & HIGH TECH
65774067_rev_3,"machy mtab9, r2ya khayba",darija_arabizi,1.0,negative,Sports & Loisirs
61115189_rev_6,lchacha tnfsl 3nd adna 7rka,darija_arabizi,1.0,negative,TV & HIGH TECH
mpg1469060_rev_5,"m3 had lala, yu9dm fnjan 9hwa mzyan wmtnou3 sakhnaan. llasf, kbsoulat nstlh laslya asb7t nadra. lkn 3lamat akhra taty lml2 lfragh",darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
mpg1398081_rev_3,7snaan had lchi2 wjdth bla qualité mzyana khasa lltlab balnsba lls3r,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
65387939_rev_4,a9dr had lmntouj bzaf. chkraan joumya,darija_arabizi,5.0,positive,TV & HIGH TECH
65437112_rev_4,yskhn bzrba... douda2 sakhba,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
64922783_rev_5,tnksr 3nd awl s9out,darija_arabizi,1.0,negative,TV & HIGH TECH
65320593_rev_5,"kikhdm mzyan lkn yd lroubwt ma tlts9ch mzyan m3 lkhlat wma lkhfa9a,ch khas limsak bklihma balidyn whda machy 3mly",darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
67407326_rev_5,kamira atsal 3n b3d kns7 biha,darija_arabizi,5.0,positive,TV & HIGH TECH
mpg933518_rev_4,"lmntouj ra23, ma chi2ch a9oulh",darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
48359761_rev_5,knt kntmna lw bi3 lradyw m3 mfta7 USB lkhas bh... 7it ys3b l3tour 3la mfta7 USB mtwaf9,darija_arabizi,3.0,neutral,TV & HIGH TECH
66565050_rev_3,"sf9a khayba jdaan, lazrar tstjib 3chwa2yaan",darija_arabizi,1.0,negative,TV & HIGH TECH
65392649_rev_4,ljouda wa3ra,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
37481455_rev_4,ljouda mzyana bzaf 3mly sout ma tchoubhch cha2ba ma chi2ch a9oulh. chkraan,darija_arabizi,5.0,positive,TV & HIGH TECH
63651502_rev_3,lmntjat machy mtab9a llousf,darija_arabizi,1.0,negative,Sports & Loisirs
65351896_rev_3,kns7 bih,darija_arabizi,5.0,positive,Sports & Loisirs
67627045_rev_3,"(+) mmtaz, 3mly wghir ghaly (-) yn9sh 3rd r9my",darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
mpg92932_rev_6,"d3if 9lilaan, lkn mzyan bzaf ls3rh",darija_arabizi,3.0,neutral,TV & HIGH TECH
48570357_rev_3,ljouda khayba,darija_arabizi,1.0,negative,Sports & Loisirs
53387582_rev_5,"jhaz mzyan jdaan, 9wy wshl lastkhdam waltfrigh. 3lama moutw9a. jouda btmn mzyan bzaf",darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
mpg1524202_rev_3,kns7 bih shl ltndif wf3al 3la lsjad walardyat. 7ta lzwaya lty ys3b louswl iliha,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
67201651_rev_3,mtoust,darija_arabizi,3.0,neutral,Sports & Loisirs
66299799_rev_3,kl chi2,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
65299045_rev_3,"rah 3mly, kikhdm balbloutwt, lttbi9 mzyan lincha2 achya2 sghira lltba3a. y2dy 3mlh",darija_arabizi,5.0,positive,TV & HIGH TECH
50632521_rev_5,7jm mzyan kbir lkn bma 7amlch,darija_arabizi,3.0,neutral,TV & HIGH TECH
61364653_rev_4,ma ttrddwach fy akhdh rah wa3r,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
65592053_rev_3,3mly wshl wd3h fy tou9,darija_arabizi,5.0,positive,TV & HIGH TECH
65333755_rev_3,mntouj wa3r,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
62988362_rev_4,s3a la batterie m9arna b9wa lmsba7 lidwy machy kafya,darija_arabizi,3.0,neutral,Sports & Loisirs
62807295_rev_4,yfy balghrd lkn machy lafdl,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
mpg92932_rev_6,"d3if 9lilaan, lkn mzyan bzaf ls3rh",darija_arabizi,3.0,neutral,TV & HIGH TECH
39012498_rev_5,mntjat mzyana,darija_arabizi,2.0,negative,TV & HIGH TECH
49646336_rev_5,makhdamch wma y7msch,darija_arabizi,1.0,negative,"Maison, cuisine & bureau"
39012498_rev_4,sghir l7jm wsout mzyan,darija_arabizi,4.0,positive,TV & HIGH TECH
66597548_rev_4,wa3r,darija_arabizi,4.0,positive,"Maison, cuisine & bureau"
mpg875665_rev_3,mzyan,darija_arabizi,3.0,neutral,Sports & Loisirs
50633286_rev_4,mntouj mzyan,darija_arabizi,4.0,positive,"Maison, cuisine & bureau"
41362655_rev_4,makaynch mchkla m3 le produit. rah mzyan balnsba ls3rh,darija_arabizi,5.0,positive,TV & HIGH TECH
66566734_rev_4,m7al trkib l3jlat lty tnfsl bastmrar. lda fhw machy 3mlyaan bzaf. l7sn l7d ychft!,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
65416983_rev_3,makaynch krat sghira lkn ma basch,darija_arabizi,3.0,neutral,Sports & Loisirs
mpg1544718_rev_3,wa3r,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
36830720_rev_4,ma basch lknh d3if,darija_arabizi,3.0,neutral,TV & HIGH TECH
62830652_rev_4,mzyan,darija_arabizi,5.0,positive,TV & HIGH TECH
mpg1399528_rev_3,"mntouj m9boul. llasf, anfslt l3jlat b3d 7waly 6 achhr mn lchra2. toujd kharj 7jra lchft mma yj3lha 3rda lldrr. makns7ch bihda lmntouj itla9aan bhda ltmn lastkhdam 9sir khda",darija_arabizi,2.0,negative,"Maison, cuisine & bureau"
mpg843761_rev_3,machy f3al,darija_arabizi,3.0,neutral,Sports & Loisirs
64163097_rev_4,la zwyna,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
mpg1469060_rev_5,"m3 had lala, yu9dm fnjan 9hwa mzyan wmtnou3 sakhnaan. llasf, kbsoulat nstlh laslya asb7t nadra. lkn 3lamat akhra taty lml2 lfragh",darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
mpg73701_rev_3,ltlb ltany machy bnfs jouda lawl wma ymrch m3 mntjat akhra,darija_arabizi,2.0,negative,Sports & Loisirs
mpg1351162_rev_3,mntouj mzyan bsfa 3ama,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
mpg46159_rev_5,d3if,darija_arabizi,3.0,neutral,Sports & Loisirs
29015221_rev_6,moulinks afdl,darija_arabizi,1.0,negative,"Maison, cuisine & bureau"
62091910_rev_5,"raha 9t3a tlj kbira bsita, wslny latntin b7al hw m7dd, astkhdmhma mnd ftra twyla, achhr kndn wma zalta nfshma lm ytghir chi2",darija_arabizi,4.0,positive,Sports & Loisirs
mpg1352966_rev_4,knbghy had,darija_arabizi,3.0,neutral,TV & HIGH TECH
62879137_rev_3,khayb,darija_arabizi,1.0,negative,TV & HIGH TECH
66308799_rev_5,mntouj mzyan,darija_arabizi,2.0,negative,"Maison, cuisine & bureau"
61942486_rev_3,rah t9lid rkhis ljhaz lt7km 3n b3d samsounj lasly. makns7ch bih,darija_arabizi,1.0,negative,TV & HIGH TECH
mpg1398968_rev_3,makhdamch balmra,darija_arabizi,1.0,negative,TV & HIGH TECH
18574341_rev_6,"mtab9 lousfh, llsour kns7 bih",darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
37934532_rev_3,sghir bzaf (lsour tou7y bal3ks) wmsabi7 LED 9wya bzaf wghir mntchra mma ykhl9 an3kasat ktira bzaf,darija_arabizi,2.0,negative,TV & HIGH TECH
53823858_rev_3,ychft khayb bzaf,darija_arabizi,1.0,negative,"Maison, cuisine & bureau"
64922783_rev_5,tnksr 3nd awl s9out,darija_arabizi,1.0,negative,TV & HIGH TECH
64142811_rev_3,mntouj khayb,darija_arabizi,1.0,negative,Sports & Loisirs
65880996_rev_3,jouda,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
65099348_rev_3,ljouda mzyana,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
mpg1352966_rev_4,knbghy had,darija_arabizi,3.0,neutral,TV & HIGH TECH
mpg1469060_rev_5,"m3 had lala, yu9dm fnjan 9hwa mzyan wmtnou3 sakhnaan. llasf, kbsoulat nstlh laslya asb7t nadra. lkn 3lamat akhra taty lml2 lfragh",darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
mpg875665_rev_5,mntouj mghlf mzyan. ljouda mzyana,darija_arabizi,5.0,positive,Sports & Loisirs
67236474_rev_3,dght? machy f3laan. lmada walmrouna khfifa bzaf ldght ay chi2,darija_arabizi,3.0,neutral,Sports & Loisirs
64549668_rev_5,mntouj mzyan kns7 bih,darija_arabizi,5.0,positive,Sports & Loisirs
67226768_rev_5,ysn3 wafl mst7aan....,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
66383548_rev_3,yskhn bzrba,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
66565050_rev_3,"sf9a khayba jdaan, lazrar tstjib 3chwa2yaan",darija_arabizi,1.0,negative,TV & HIGH TECH
mpg1544739_rev_4,mntouj mzyan bzaf yns7 bh khasa lsout,darija_arabizi,5.0,positive,TV & HIGH TECH
mpg1398157_rev_3,"kan lmntouj kikhdm mzyan bzaf fy lbdaya, lkn b3d ftra bda ysdr douda2 mz3ja",darija_arabizi,2.0,negative,"Maison, cuisine & bureau"
25705075_rev_3,"kikhdm fy lbdaya, tm ysb7 asoud wabid. 7awlt tghyyr PAL/NTSC wlkn ma chi2ch. yutjnb",darija_arabizi,1.0,negative,Informatique
mpg1351162_rev_3,mntouj mzyan bsfa 3ama,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
67364004_rev_3,mzyan,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
62988362_rev_4,s3a lbtarya m9arna b9wa lmsba7 lidwy machy kafya,darija_arabizi,3.0,neutral,Sports & Loisirs
66278633_rev_4,chkraan bs7 ana s3ida bzaf,darija_arabizi,4.0,positive,TV & HIGH TECH
65760041_rev_3,knbghy ltsmim walmsba7 dw ljouda mzyana bzaf!! adi3 f9t mly bghit ida2th fy ldlam khas an ab7t dayma 3n mkan lzr. bkhlaf dak mntouj mzyan bzaf,darija_arabizi,5.0,positive,Sports & Loisirs
65582792_rev_3,lmntouj makhdamch mntouj khayb khdma joumya llastrdad machy murdya,darija_arabizi,1.0,negative,TV & HIGH TECH
67217856_rev_3,jouda,darija_arabizi,1.0,negative,TV & HIGH TECH
50632521_rev_5,7jm mzyan kbir lkn bma 7amlch,darija_arabizi,3.0,neutral,TV & HIGH TECH
65626509_rev_3,n3m,darija_arabizi,5.0,positive,Sports & Loisirs
64231347_rev_4,jhaz t7km 3n b3d kikhdm mzyan wbs3r mnkhfd,darija_arabizi,5.0,positive,TV & HIGH TECH
60840048_rev_4,machy 9wyaan bma fih lkfaya,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
mpg1173293_rev_3,a2kd anh mtin bma fih lkfaya lrf3 mikrwwyf wmtab9 llsoura,darija_arabizi,5.0,positive,TV & HIGH TECH
35903368_rev_5,machy 9abl lltchghil,darija_arabizi,1.0,negative,TV & HIGH TECH
40800726_rev_4,ida2a d3ifa,darija_arabizi,3.0,neutral,TV & HIGH TECH
mpg1544853_rev_5,mntouj mzyan bzaf,darija_arabizi,5.0,positive,TV & HIGH TECH
66155074_rev_4,rah mzyan llatfal f9t,darija_arabizi,2.0,negative,Sports & Loisirs
64142811_rev_3,mntouj khayb,darija_arabizi,1.0,negative,Sports & Loisirs
66566734_rev_4,m7al trkib l3jlat lty tnfsl bastmrar. lda fhw machy 3mlyaan bzaf. l7sn l7d ychft!,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
62526471_rev_3,ma basch,darija_arabizi,2.0,negative,Sports & Loisirs
32464387_rev_4,mfid bs7,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
37307672_rev_4,machy mtinaan balmra,darija_arabizi,3.0,neutral,TV & HIGH TECH
41570626_rev_4,kant tn9sh bta9a lsout lsghira,darija_arabizi,3.0,neutral,TV & HIGH TECH
mpg1146244_rev_5,"jouda btmn mnasb, lkn machy lafdl :)",darija_arabizi,3.0,neutral,Sports & Loisirs
64188438_rev_3,jouda sfr. wd3 llil makaynch,darija_arabizi,1.0,negative,TV & HIGH TECH
66565167_rev_3,yutjnb lltlfzywnat lkbira l7jm. mtaly lla7jam lsghira 9l mn 40,darija_arabizi,3.0,neutral,TV & HIGH TECH
66266173_rev_3,wa3r,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
47893582_rev_3,b7al hw mouswf chkraan joumya,darija_arabizi,5.0,positive,TV & HIGH TECH
66027477_rev_5,mzyan,darija_arabizi,4.0,positive,"Maison, cuisine & bureau"
60840048_rev_4,machy 9wyaan bma fih lkfaya,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
mpg46159_rev_5,d3if,darija_arabizi,3.0,neutral,Sports & Loisirs
mpg915335_rev_4,"ma bas,ch machy mntjaan ra23aan, ida2a d3ifa",darija_arabizi,3.0,neutral,TV & HIGH TECH
mpg928600_rev_3,khfif bzaf ll7fad 3la liy9a3,darija_arabizi,3.0,neutral,Sports & Loisirs
mpg1469608_rev_4,ma basch,darija_arabizi,4.0,positive,Sports & Loisirs
67179550_rev_3,"kikhdm mzyan m3 andrwyd 14, TNT, sour HD. bsfa 3ama jouda btmn mnasb",darija_arabizi,5.0,positive,TV & HIGH TECH
65761997_rev_3,lwan bahta,darija_arabizi,1.0,negative,TV & HIGH TECH
62174329_rev_4,kikhdm mzyan,darija_arabizi,4.0,positive,"Maison, cuisine & bureau"
63242247_rev_3,a9dr le produit. f9t an ltousil astghr9 w9taan twylaan,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
mpg923468_rev_5,"d3if chwya wmtoust last9rar, mkhss f9t llmbtd2in",darija_arabizi,2.0,negative,TV & HIGH TECH
mpg1524612_rev_4,"lkamira wad7a jdaan, ttb3 ay 7rka. khyarat mtira llahtmam bzaf",darija_arabizi,5.0,positive,TV & HIGH TECH
66968648_rev_4,"a7tr9t l3dsa b3d bd3a achhr f9t, b93 sfra2 3la lsoura, makaynch ntfliks, in amkn khdwa jouda afdl",darija_arabizi,2.0,negative,TV & HIGH TECH
mpg1324111_rev_5,jmil lkn suliim fy tghlif fih 3ib (krtoun mmz9). chkraan ljoumya lm3alja mchkla ltghlif 7ta tkoun jouda lmntouj 3la lmstwa lmtloub,darija_arabizi,3.0,neutral,TV & HIGH TECH
mpg957548_rev_5,mtwaf9 m3 tlfazy. ma basch. lmchkla lou7ida balnsba ly hy l7aml ldy ytbt lchacha machy mtinaan bzaf. lknny radin bsfa 3ama,darija_arabizi,4.0,positive,TV & HIGH TECH
65767349_rev_4,lm akhtbrh b3d lknh ybdw mzyan,darija_arabizi,4.0,positive,"Maison, cuisine & bureau"
mpg90555_rev_4,ljouda khayba,darija_arabizi,1.0,negative,TV & HIGH TECH
67139786_rev_3,afdl jouda btmn fy lsou9 kns7 bih bchda,darija_arabizi,5.0,positive,TV & HIGH TECH
64549668_rev_4,nfs 7jm 2 ltr makaynch fr9,darija_arabizi,1.0,negative,Sports & Loisirs
66566810_rev_4,"balnsba lls3r, yfy balghrd",darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
mpg1469060_rev_5,"m3 had lala, yu9dm fnjan 9hwa mzyan wmtnou3 sakhnaan. llasf, kbsoulat nstlh laslya asb7t nadra. lkn 3lamat akhra taty lml2 lfragh",darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
mpg915335_rev_4,"ma bas,ch machy mntjaan ra23aan, ida2a d3ifa",darija_arabizi,3.0,neutral,TV & HIGH TECH
mpg1128105_rev_4,lw ja2 m3h 7ta m7oul maykrw SD lkan afdl,darija_arabizi,3.0,neutral,TV & HIGH TECH
48364547_rev_5,nayloun... machy mmt3aan,darija_arabizi,3.0,neutral,Sports & Loisirs
66151905_rev_4,b3d bd3a asabi3 f9t mn lastkhdam bda lghta2 lkharjy lmnsouj ynfsl 3n ras ltousil usb-c wkchf laslak ldakhlya,darija_arabizi,1.0,negative,TV & HIGH TECH
mpg1478056_rev_3,machy mtinaan tmama lknh mmkn an yfy balghrd,darija_arabizi,3.0,neutral,TV & HIGH TECH
mpg48416_rev_5,mntouj mfid bzaf,darija_arabizi,5.0,positive,TV & HIGH TECH
58898197_rev_3,"machy ra23aan, 7it khas 3lik lm7awla mraraan wtkraraan lla9trab mn lntija lmrjwa",darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
62807295_rev_3,m9laa hwa2ya mzyana bzaf,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
63523557_rev_3,fy lbdaya kan kl chi2 kikhdm mzyan lkn b3d 3 asabi3 b9y dwasa ltsar3 3al9a,darija_arabizi,3.0,neutral,Sports & Loisirs
67204916_rev_3,knbghih ljouda wa3ra,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
64579872_rev_4,mntouj mzyan,darija_arabizi,4.0,positive,"Maison, cuisine & bureau"
64694205_rev_6,lsoura lm3rouda dbabya wmchouha!,darija_arabizi,2.0,negative,TV & HIGH TECH
59847018_rev_3,tbark llh fy lou9t lrahn y2dy l3ml!,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
66565167_rev_3,yutjnb lltlfzywnat lkbira l7jm. mtaly lla7jam lsghira 9l mn 40,darija_arabizi,3.0,neutral,TV & HIGH TECH
67228364_rev_3,ma y9blch chra27 SIM lmdfou3a msb9aan. yttlb chra27 achtrak. mchkla APN machy mktchf,darija_arabizi,3.0,neutral,TV & HIGH TECH
62501396_rev_3,d3if bzaf wjouda lblastik mnkhfda bzaf,darija_arabizi,1.0,negative,TV & HIGH TECH
mpg90555_rev_3,l7aml mtin ima lmch tkn tridh 3alyaan bzaf. lmchkla hy anh machy 3mlyaan balmra llkamirat lt9ila. ln ysmd balmra. lkn ltmn yt7dt 3n nfsh. llachya2 lkhfifa mzyan,darija_arabizi,3.0,neutral,TV & HIGH TECH
64549668_rev_4,nfs 7jm 2 ltr makaynch fr9,darija_arabizi,1.0,negative,Sports & Loisirs
18574341_rev_5,3mly,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
65603595_rev_4,lm ytm tslimy lmntouj ldy tlbth wlm ytm astrdad 9ima tlby 7ta lan mnd 28 ywmaan... khdma l3mla2 khayba!!!!,darija_arabizi,1.0,negative,TV & HIGH TECH
47422409_rev_4,"tlbt 7zma tchml jhaz 3rd, 7aml, wchacha 3rd. lmjmou3a 3mlya jdaan, wal7aml bchkl khas atbt shoula lastkhdam, mma 7ssn bchkl kbir jouda tjrba l3rd",darija_arabizi,5.0,positive,TV & HIGH TECH
65029886_rev_4,mntouj mzyan,darija_arabizi,5.0,positive,TV & HIGH TECH
mpg947936_rev_5,mhrs balf3l b3d asbou3in,darija_arabizi,3.0,neutral,TV & HIGH TECH
mpg77329_rev_4,ljouda khayba,darija_arabizi,1.0,negative,TV & HIGH TECH
62988362_rev_4,s3a lbtarya m9arna b9wa lmsba7 lidwy machy kafya,darija_arabizi,3.0,neutral,Sports & Loisirs
mpg1399528_rev_3,"mntouj m9boul. llasf, anfslt l3jlat b3d 7waly 6 achhr mn lchra2. toujd kharj 7jra lchft mma yj3lha 3rda lldrr. makns7ch bihda lmntouj itla9aan bhda ltmn lastkhdam 9sir khda",darija_arabizi,2.0,negative,"Maison, cuisine & bureau"
67038792_rev_3,tghlif ndif walmntj kikhdm mzyan bzaf,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
63579372_rev_4,afa balghrd...,darija_arabizi,5.0,positive,Sports & Loisirs
48359761_rev_5,knt kntmna lw bi3 lradyw m3 mfta7 USB lkhas bh... 7it ys3b l3tour 3la mfta7 USB mtwaf9,darija_arabizi,3.0,neutral,TV & HIGH TECH
64922783_rev_4,7awlt bzaf tchghilh watba3 lt3limat 7rfyaan litm a9tranh m3 sndou9 chawmy lkhas by lkn llasf la,darija_arabizi,1.0,negative,TV & HIGH TECH
49640024_rev_3,ma basch,darija_arabizi,2.0,negative,Sports & Loisirs
67236474_rev_3,dght? machy f3laan. lmada walmrouna khfifa bzaf ldght ay chi2,darija_arabizi,3.0,neutral,Sports & Loisirs
mpg1351162_rev_3,mntouj mzyan bsfa 3ama,darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
65320593_rev_5,"kikhdm mzyan lkn yd lroubwt ma tlts9ch mzyan m3 lkhlat wma lkhfa9a,ch khas limsak bklihma balidyn whda machy 3mly",darija_arabizi,3.0,neutral,"Maison, cuisine & bureau"
65766983_rev_4,3mly bzaf wsisa3dkm baltakid 3la lisra3,darija_arabizi,5.0,positive,"Maison, cuisine & bureau"
62091910_rev_6,lmntouj lmstlm 3nd ltousil mkhtlf tmama 3n lmntouj ldy tlbth! ana kha2b laml tmama,darija_arabizi,3.0,neutral,Sports & Loisirs
mpg92932_rev_6,"d3if 9lilaan, lkn mzyan bzaf ls3rh",darija_arabizi,3.0,neutral,TV & HIGH TECH
65774067_rev_4,r2ya khayba,darija_arabizi,2.0,negative,Sports & Loisirs
