,product_id,product_name,product_category,review_id,stars,review_text,review_length,language,sentiment,text_length,word_count
881,44161665,Softbox d’éclairage 50x70CM Professional avec trépied 2m - Noir,TV & HIGH TECH,44161665_rev_6,3.0,فراغيل,7,arabic,neutral,6,1
882,mpg92932,Trépied  pour camera et téléphone ajustable et très solide YOUTUBEUR,TV & HIGH TECH,mpg92932_rev_6,3.0,ضعيف قليلاً، ولكن جيد جداً للفائدة.,44,arabic,neutral,35,6
883,62682843,Lampe torche tactique rechargeable 90 000 lumens camping puissante lampe torche extérieure,Sports & Loisirs,62682843_rev_3,4.0,التسليم في الوقت المناسب مع منتج مناسب,45,arabic,positive,38,7
884,67215540,"Pack de Gel Réutilisable Sans BPA – Ice Pack Alimentaire & Compresse Froid Thérapeutique pour Lunch Box, Voyage, Sport et Premiers Secours",Sports & Loisirs,67215540_rev_3,1.0,إنه صغير جداً، لا يمكن التلاعب به كما هو موضح في الصورة.,70,arabic,negative,56,12
885,mpg933518,"Bosch Grill Panini 3en1 ouvrable 180°,avec 2 thermostats ,Antiadhésif ,plat à gratin inclus","Maison, cuisine & bureau",mpg933518_rev_3,5.0,أعلى من العلماء لا شيء يمكن قوله أوصي بشدة,46,arabic,positive,42,9
886,66080474,Moulinex Blendforce +chopper XL 600W Noir LM42X8M2,"Maison, cuisine & bureau",66080474_rev_3,1.0,ليس مثيرا للاهتمام كمنتج.,34,arabic,negative,25,4
887,56048220,Joma Chaussures Futsal AGUILA black  Chaussure football tout terrain noir,Sports & Loisirs,56048220_rev_3,1.0,لم أكن راضًا على الإطلاق، بل وصلت طلبي يوم السبت 03 سبتمبر مع خصم حوالي الساعة 11 صباحًا، ولم أستلم إلا يوم الاثنين 05 سبتمبر.,126,arabic,negative,126,25
888,67200305,Echolink Support TV mural pour écran LED 14'' - 43'' - Avec accessoire de fixation,TV & HIGH TECH,67200305_rev_3,5.0,صلب و خفيف و سهل التركيب,32,arabic,positive,24,6
889,64694205,Owlenz SD350 WIFI Android 9.0 Projecteur HD 3000 Lumens MINI,TV & HIGH TECH,64694205_rev_6,2.0,الصورة المضربة ضبابية ومشوهة!,40,arabic,negative,29,4
890,65744499,Moulinex Four Elec Optimo 39l 2000w Noir OX484810,"Maison, cuisine & bureau",65744499_rev_3,5.0,منتج جيد,11,arabic,positive,8,2
891,mpg1351162,Lamacom Blender électrique en verre + moulin à café en verre,"Maison, cuisine & bureau",mpg1351162_rev_3,3.0,منتج جيد بشكل عام,22,arabic,neutral,17,4
892,39666935,Astro Lighting Ring Light pour Makeup Artist YouTuber Live Video Photography 26 cm + trépied 2m,TV & HIGH TECH,39666935_rev_6,5.0,فقط واهووو,13,arabic,positive,10,2
893,mpg92932,Trépied  pour camera et téléphone ajustable et très solide YOUTUBEUR,TV & HIGH TECH,mpg92932_rev_6,3.0,ضعيف قليلاً، ولكن جيد جداً للفائدة.,44,arabic,neutral,35,6
894,61944437,Pakka Gants de Musculation en cuir ET filet pour une meilleur Aération Fitness Gloves,Sports & Loisirs,61944437_rev_5,4.0,Bon Bon Bon,3,arabic,positive,11,3
895,mpg1544577,"TCL 55 QLED 4K UHD Smart Google TV Dolby Vision, Atmos, ONKYO Audio, 144Hz + Support gratuit, 55P8K",TV & HIGH TECH,mpg1544577_rev_3,5.0,أعلى  أعلى ,3,arabic,positive,11,2
896,63676658,Moulinex MIXEUR PLONGEANT Daily chef 600 W Blanc,"Maison, cuisine & bureau",63676658_rev_4,5.0,المثالية,7,arabic,positive,8,1
897,mpg843761,1 paire bouchons d'oreilles souples de natation piscine Sport plage surf,Sports & Loisirs,mpg843761_rev_3,3.0,ليس فعالاً.,13,arabic,neutral,11,2
898,58547874,"Taurus Blender LUXURY+chopper+moulin,bol en verre1.5L,1200w4lames inox-2ans de garantie","Maison, cuisine & bureau",58547874_rev_5,1.0,لا يضيء مرة أخرى بعد الاستخدام، ويكون الثور العظيم كارثياً.,73,arabic,negative,59,10
899,66566850,TP-Link Caméra de Surveillance WiFi-MICRO IP 1080P sans Fil Tapo C200,TV & HIGH TECH,66566850_rev_3,5.0,هذا المنتج هو من نوعية مذهلة الجودة عالية السعر أعلى من أعلى أنا سعيد جدا,92,arabic,positive,73,15
900,63005481,Lamacom Four électrique 9L 650W,"Maison, cuisine & bureau",63005481_rev_3,4.0,lmada ttou9f lm9awmat wt3oud ll3ml atna2 lthy?????? ndam aman? artfa3 fy l7rara? am 3tl?,88,darija_arabizi,positive,88,14
901,mpg1544888,"Samsung 32 HD Smart TV One UI Tizen, HDR, TV Plus gratuit + Support Gratuit, 32H5000F",TV & HIGH TECH,mpg1544888_rev_4,3.0,mdtr ltousil jhaz ast9bal kharjy,32,darija_arabizi,neutral,32,5
902,mpg915615,"Microphone Micro-Cravate Pour iPhone Mic PROFESSIONNEL,Cable 1.5 m, Voix Hi-Fi , Enregistrement audio et vidéo",TV & HIGH TECH,mpg915615_rev_4,5.0,"mntouj mzyan jdaan, murdin llghaya",34,darija_arabizi,positive,34,5
903,65589111,"Ceinture de soutien ajustable pour les épaules,Protège d'épaule pour Sport pour Femme et homme",Sports & Loisirs,65589111_rev_4,1.0,ljouda khayba,13,darija_arabizi,negative,13,2
904,mpg1447127,Homy Hachoir à Viande puissant avec Fabricant de Saucisses BLANC,"Maison, cuisine & bureau",mpg1447127_rev_3,5.0,mntouj wa3r kikhdm bchkl mtaly tm ltousil fy lou9t lmnasb chkraan joumya,72,darija_arabizi,positive,72,12
905,mpg1539036,X96 PRO Smart TV BOX Dual Wifi 4Go+64Go Allwinner H616 6K ANDROID 15,TV & HIGH TECH,mpg1539036_rev_4,3.0,"ada2 mzyan bsfa 3ama, lkn ywtywb bh khll wy7taj ila i3ada tchghil li3ml, whda machy mfaj2aan ndraan 7it nskha andrwyd lmtbta machy m3tmda mn joujl. bkhlaf dlk, lttbi9at lakhra ktkhdm bchkl s7i7.",194,darija_arabizi,neutral,194,32
906,65661061,Parasol de Plage Portable avec Protection UV pour Jardin et Camping 180x180cm,Sports & Loisirs,65661061_rev_5,5.0,mtab9 llousf. jouda btmn mnasb,30,darija_arabizi,positive,30,5
907,34408767,"Bosch MSM2650B Mixeur plongeant 3en1,blender, batteur et hachoir ,noir ,600w ,système QuattroBlade","Maison, cuisine & bureau",34408767_rev_3,5.0,la qualité wa3ra/9wya bzaf/ltousil sri3. ana radin,50,darija_arabizi,positive,50,7
908,67154065,"TENTEN Smart TV Android 32” – Android 14.0 , Dolby Audio , HD 720 , Wi-Fi, HDMI, USB",TV & HIGH TECH,67154065_rev_3,5.0,knbghih,7,darija_arabizi,positive,7,1
909,67489671,Moulinex YAOURTIERE YOGURTEO 7POTS YG231E32,"Maison, cuisine & bureau",67489671_rev_4,5.0,"jhaz mmtaz, kns7 bih tousil sri3 kmiza idafya!",46,darija_arabizi,positive,46,8
910,mpg1446650,Clatronic Machine à gauffre - Waffle maker Automat - Gaufres Belges de Bruxelles - 2 plaques,"Maison, cuisine & bureau",mpg1446650_rev_3,5.0,mntouj mzyan,12,darija_arabizi,positive,12,2
911,62879137,Télécommande vocale Bluetooth pour MI TV Stick MI Box 4K Xiaomi Smart TV,TV & HIGH TECH,62879137_rev_4,1.0,makhdamch,9,darija_arabizi,negative,9,1
912,mpg73701,ORIGINAL Débardeur Gainant Gilet pour perdre du Poids Ventre & Reins avec Couture fort minceur sans manches T-shirt élastique - blanc,Sports & Loisirs,mpg73701_rev_4,3.0,ma basch,8,darija_arabizi,neutral,8,2
913,67406571,Taurus Aspirateur Vortex Carpet 600 - Avec Fil - 2 en 1,"Maison, cuisine & bureau",67406571_rev_3,5.0,"f3al, lknh ysdr douda2",22,darija_arabizi,positive,22,4
914,67089414,"Taurus Bouilloire en Verre Siena Glass 2200 W, 1,7L acier inoxydable - 2 ans de garantie","Maison, cuisine & bureau",67089414_rev_3,3.0,"9abl llaksda, b3d chhr wa7d, ktr mtana mn l3lamat ltjarya lakhra lknh 7ta 9abl llaksda",86,darija_arabizi,neutral,86,15
915,60222551,X96 X96Q PRO Smart TV BOX Dual Wifi 4Go+32Go Allwinner H616 6K ANDROID 15,TV & HIGH TECH,60222551_rev_6,1.0,ljouda khayba bzaf bzaf. ywtywb makhdamch wma ntfliksch,55,darija_arabizi,negative,55,8
916,61861572,Bosch Mixeur plongeant en acier inoxydable lames QuattroBlade 12vitesses 1000w noir,"Maison, cuisine & bureau",61861572_rev_3,5.0,"ljouda mzyana, ykhlt mzyan wma yskhnch bzrba",44,darija_arabizi,positive,44,7
917,mpg1398081,Kumtel Friteuse sans huile 1500Watts - Air fryer - Taille XXL - 8 programmes,"Maison, cuisine & bureau",mpg1398081_rev_5,2.0,"mktoub 3lih m9as XXL, had khta maymknch wd3 djaja fih",53,darija_arabizi,negative,53,10
918,mpg1556186,Kenz Mixeur Plongeant avec 2 vitesses – Gris/blanc.,"Maison, cuisine & bureau",mpg1556186_rev_4,1.0,tou9f lmntouj 3n l3ml b3d lastkhdam ltany,41,darija_arabizi,negative,41,7
919,mpg1197097,"Puluz Mini Studio Light Box Pliable Lightbox LED, Pour Produit Photographie - 6 Couleurs",TV & HIGH TECH,mpg1197097_rev_5,5.0,mzyan bzaf,10,darija_arabizi,positive,10,2
920,60805500,Daiko Grill panini en acier inoxydable antiadhésif en granite - 1400w - Noir,"Maison, cuisine & bureau",60805500_rev_3,5.0,jouda,5,darija_arabizi,positive,5,1
921,mpg46159,Tentes de Camping 4 PERSONNES Multicouleurs 208x208x145 cm,Sports & Loisirs,mpg46159_rev_5,3.0,d3if,4,darija_arabizi,neutral,4,1
922,65029886,"Support de Téléphone et GoPro réglable avec sangle de poitrine, fixation rapide",TV & HIGH TECH,65029886_rev_3,3.0,mzyan mada,10,darija_arabizi,neutral,10,2
923,41072832,Taurus Blender Active Professional 1500w Bol incassable 2L - 2 ans de garantie,"Maison, cuisine & bureau",41072832_rev_4,1.0,ghaly bzaf,10,darija_arabizi,negative,10,2
924,41127675,Barre fixe et parallèle OMISO  plus  white multifonctions professionnelle demontable + dips,Sports & Loisirs,41127675_rev_4,2.0,tn9s jmi3 braghy ltjmi3. had machy a7trafyaan balmra,52,darija_arabizi,negative,52,8
925,mpg77329,Tripod 3120 Support pour Camera et Telephone,TV & HIGH TECH,mpg77329_rev_4,1.0,ljouda khayba,13,darija_arabizi,negative,13,2
926,mpg886687,Puluz Boîte de Studio Photographie et shooting 40 cm Pliable 64 LED + 6 Couleurs de Fond,TV & HIGH TECH,mpg886687_rev_6,4.0,shl ltrkib shl ln9l tmn m39oul (b3d l3rd ltrwyjy),49,darija_arabizi,positive,49,9
927,65743968,Taurus Presse agrume CITRUS COMPACT Double sens de rotation - 2ans de garantie,"Maison, cuisine & bureau",65743968_rev_3,3.0,"blastik 3sara l7mdyat machy mtinaan, ynksr bzrba mnd lastkhdam lawl, dhr ch9 fih",80,darija_arabizi,neutral,80,13
928,mpg1398157,Solac Friteuse à air sans huile Léviter Digital 5L 12 programmes-2ansdegarantie,"Maison, cuisine & bureau",mpg1398157_rev_4,3.0,"lawda3 lmsb9a li3dad machy d9i9a f3laan, wyjb t3dil lou3a2 fy kl mra lyughl9 mzyan",82,darija_arabizi,neutral,82,14
929,65589111,"Ceinture de soutien ajustable pour les épaules,Protège d'épaule pour Sport pour Femme et homme",Sports & Loisirs,65589111_rev_3,1.0,tnb3t mnh ra27a mtat 9wya,25,darija_arabizi,negative,25,5
930,61067628,"Bande élastique de protection de genou, Genouillère & Orthèse avec sticker",Sports & Loisirs,61067628_rev_4,5.0,kns7 bih,8,darija_arabizi,positive,8,2
931,mpg1146244,Pakka Gants de Musculation original,Sports & Loisirs,mpg1146244_rev_5,3.0,"jouda btmn mnasb, lkn machy lafdl :)",36,darija_arabizi,neutral,36,7
932,67315506,"Vision Smart TV LED 32"" Android + Abonnement Chaine 12 Mois",TV & HIGH TECH,67315506_rev_5,5.0,wa3r. yn9sh f9t lbloutwt,24,darija_arabizi,positive,24,4
933,65769100,schlëizer Friteuse sans Huile - Airfryer -  2 paniers - 15 Litres -Germany,"Maison, cuisine & bureau",65769100_rev_5,1.0,"15 ltraan s7i7, lkn ltouzi3 khayb 7.5 ltr sghir bzaf mn 7it l7jm lbsry walmfid, asghr mn m9laa 5 ltr",100,darija_arabizi,negative,100,20
934,67236474,Boxer de Compression Homme Taille Haute – Sous-Vêtement Amincissant – Gaine Sculptante pour Ventre Plat et Taille Affinée – Maintien Musculaire et Confort Quotidien,Sports & Loisirs,67236474_rev_3,3.0,dght? machy f3laan. lmada walmrouna khfifa bzaf ldght ay chi2,61,darija_arabizi,neutral,61,10
935,mpg1141377,Pakka Gants Musculation et cyclisme pour hommes  et femmes en Cuir et Daim - Noir,Sports & Loisirs,mpg1141377_rev_4,3.0,ma basch,8,darija_arabizi,neutral,8,2
936,62172946,"TP-Link Caméra Surveillance WiFi,Tapo camera ip 1080P sans Fil",TV & HIGH TECH,62172946_rev_4,4.0,ljouda mzyana,13,darija_arabizi,positive,13,2
937,65603595,"TP-Link PACK 2 Caméra Surveillance WiFi intérieure 360° Tapo C200, FHD 1080P",TV & HIGH TECH,65603595_rev_4,1.0,lm ytm tslimy lmntouj ldy tlbth wlm ytm astrdad 9ima tlby 7ta lan mnd 28 ywmaan... khdma l3mla2 khayba!!!!,106,darija_arabizi,negative,106,19
938,38716040,"Samsung 32"" Smart Tv LED  Récepteur WIFI TNT USB HDMI dernière génération de S5",TV & HIGH TECH,38716040_rev_5,1.0,"kan lmntouj m3roudaan m3 7aml mrf9. kl dak kdb, 3nd ltousil lm ajd swa ltlfaz. mly achtkit 9il ly rah sitm rd 50 drhmaan ila 7saby. lm yunfd chi2",145,darija_arabizi,negative,145,29
939,58732551,Bosch micro-ondes encastrable en verre noir série6 20L Autopilot7 ouverture électronique 60x38cm,"Maison, cuisine & bureau",58732551_rev_3,5.0,mzyan bzaf,10,darija_arabizi,positive,10,2
940,66568316,"60 Couvre-Oreilles Imperméables Jetables, Autocollants Étanches pour Douche, Natation, Surf et Sports Aquatiques, bébé & adulte",Sports & Loisirs,66568316_rev_4,5.0,"ylts9 jidaan, mntouj wa3r",25,darija_arabizi,positive,25,4
941,61364653,Tefal Cuiseur Vapeur Convenient Inox VC1451 800W -900W,"Maison, cuisine & bureau",61364653_rev_3,5.0,"lthy sri3; l9t3 tughsl fy ghsala ls7oun, 7jmh kbir (li3ta2 fkra, ymknh thy 4 sdour djaj bl 5)",93,darija_arabizi,positive,93,18
942,62631204,Bonnet de natation en silicone Imperméable Bonnet de Piscine & Sports Nautiques,Sports & Loisirs,62631204_rev_3,2.0,"l9b3a di9a bzaf 3la lras khas an tkoun bm9as 9yasy, ana kha2b laml mn lchra2",76,darija_arabizi,negative,76,15
943,41570626,BM-800 Professional Broadcasting Studio Recording Condenser Microphone Mic Kit,TV & HIGH TECH,41570626_rev_4,3.0,kant tn9sh bta9a lsout lsghira,30,darija_arabizi,neutral,30,5
944,41086042,"Support  mural Adaptable mobile High Qualité  TV 40""-70"" LED TV",TV & HIGH TECH,41086042_rev_3,3.0,ma basch,8,darija_arabizi,neutral,8,2
945,62807295,Taurus Friteuse à air sans huile AIR FRYER MAX FRY 12 programmes XXL 5.5L - 2ans de garantie,"Maison, cuisine & bureau",62807295_rev_4,3.0,yfy balghrd lkn machy lafdl,27,darija_arabizi,neutral,27,5
946,57121603,JawLine exerciseur balle faciale mâchoire Muscle Toner entraînement Fitness Anti-âge,Sports & Loisirs,57121603_rev_6,5.0,mzyan,5,darija_arabizi,positive,5,1
947,mpg1556169,Kenz Batteur Electrique VF-539 G-L 7 vitesse article 7677..,"Maison, cuisine & bureau",mpg1556169_rev_5,1.0,ljouda khayba,13,darija_arabizi,negative,13,2
948,mpg923468,"Trepied Tripod Tripied Pro 140cm  En Aluminium, 3 kg Max de Charge- Pour Selfie Video Telephone Camera Appareil photo",TV & HIGH TECH,mpg923468_rev_5,2.0,"d3if chwya wmtoust last9rar, mkhss f9t llmbtd2in",48,darija_arabizi,negative,48,7
949,mpg46159,Tentes de Camping 4 PERSONNES Multicouleurs 208x208x145 cm,Sports & Loisirs,mpg46159_rev_5,3.0,d3if,4,darija_arabizi,neutral,4,1
950,mpg1556186,Kenz Mixeur Plongeant avec 2 vitesses – Gris/blanc.,"Maison, cuisine & bureau",mpg1556186_rev_4,1.0,tou9f lmntouj 3n l3ml b3d lastkhdam ltany,41,darija_arabizi,negative,41,7
951,65758989,Mini caméra espion sans fil 4K WIFI trou d'épingle à faire soi-même vis HD IP DVR caméra de nounou,TV & HIGH TECH,65758989_rev_3,1.0,"mntouj mdll, ljouda ma tchbhch 4K b7al hw mdkour. lsoura khayba bzaf wkhiba aml kbira",85,darija_arabizi,negative,85,15
952,67273093,Taurus Aspirateur Balai Homeland Infinity Ultra Léger 600 W,"Maison, cuisine & bureau",67273093_rev_4,1.0,khayb makns7ch bih,18,darija_arabizi,negative,18,3
953,mpg1544876,"Daiko Micro-ondes Grill 20 L, 700W, fonction décongélation, 5 niveaux, FMO-2042GDK","Maison, cuisine & bureau",mpg1544876_rev_4,4.0,ab3ad had lmntouj machy nfsha lm3rouda,38,darija_arabizi,positive,38,6
954,50632533,"Green Screen Studio Photo (3*1,5m) Arriere plan Fond Vert ChromaKey (Sans Cadre Stand)",TV & HIGH TECH,50632533_rev_3,5.0,kns7km bihda lmntouj,20,darija_arabizi,positive,20,3
955,mpg1488197,Homy Panini Grill Toast 3IN1 Turbo Granit 2200W Pro Antiadhésive Barbecue sans huile sans beurre,"Maison, cuisine & bureau",mpg1488197_rev_3,5.0,mntouj mzyan wmtab9 lli3lan,27,darija_arabizi,positive,27,4
956,64860106,"Ensemble d'équipement de protection de fitness 8 Pcs, Genouillères et coudières",Sports & Loisirs,64860106_rev_3,4.0,mntouj mzyan,12,darija_arabizi,positive,12,2
957,mpg1347370,"Cadenas à combinaison à 3 chiffres , serrure à code, Anti-vol, cadenas à bagages 1pcs",Sports & Loisirs,mpg1347370_rev_4,2.0,bkra l9fl d3ifa bzaf!,21,darija_arabizi,negative,21,4
958,65014321,Support de Téléphone et GoPro Réglable avec ceinture de poitrine et de Tète,TV & HIGH TECH,65014321_rev_5,1.0,"tn9s 9t3a mhma, lda falmntj machy 9abl llastkhdam. m2sf",55,darija_arabizi,negative,55,9
959,37934532,studio photographie avec Double bande Led Mini Studio Boite à lumière Lightbox,TV & HIGH TECH,37934532_rev_3,2.0,sghir bzaf (lsour tou7y bal3ks) wmsabi7 LED 9wya bzaf wghir mntchra mma ykhl9 an3kasat ktira bzaf,97,darija_arabizi,negative,97,16
960,66549012,"Daiko Presse-agrumes Bol en plastique incassable Rotation à double sens 0.7L, PA-3253DK","Maison, cuisine & bureau",66549012_rev_3,5.0,mntouj mzyan,12,darija_arabizi,positive,12,2
961,61115189,"Câble HDMI 1.5m Mâle / Mâle  pour Tv Led Plasma, PS et Ordinateur",TV & HIGH TECH,61115189_rev_6,1.0,lchacha tnfsl 3nd adna 7rka,27,darija_arabizi,negative,27,5
962,48359761,Radio Multibande Rechargeable Lecteur USB Carte TF MP3 Fm/AM/SW1-9 HT Senstivité,TV & HIGH TECH,48359761_rev_5,3.0,knt kntmna lw bi3 lradyw m3 mfta7 USB lkhas bh... 7it ys3b l3tour 3la mfta7 USB mtwaf9,86,darija_arabizi,neutral,86,17
963,64217699,Antenne TNT TV numérique intérieure à gain élevé,TV & HIGH TECH,64217699_rev_4,2.0,mtab9 llsoura lkn lhwa2y tn9sh 9t3a mhma: mdkhm lichara,55,darija_arabizi,negative,55,9
964,54195731,Moulinex Blender LM42R810 Blendforce Bol Verre + Extra Bol + Moulin A Cafe,"Maison, cuisine & bureau",54195731_rev_3,5.0,wa3r,4,darija_arabizi,positive,4,1
965,mpg1544863,"Daiko 50 QLED 4K UHD Smart Google TV HDR10, Dolby Audio, 120 Hz, QLED50GU25DK, 2 ans garantie",TV & HIGH TECH,mpg1544863_rev_3,5.0,mzyan bzaf,10,darija_arabizi,positive,10,2
966,62807295,Taurus Friteuse à air sans huile AIR FRYER MAX FRY 12 programmes XXL 5.5L - 2ans de garantie,"Maison, cuisine & bureau",62807295_rev_4,3.0,yfy balghrd lkn machy lafdl,27,darija_arabizi,neutral,27,5
967,38716040,"Samsung 32"" Smart Tv LED  Récepteur WIFI TNT USB HDMI dernière génération de S5",TV & HIGH TECH,38716040_rev_5,1.0,"kan le produit m3roudaan m3 7aml mrf9. kl dak kdb, 3nd ltousil lm ajd swa ltlfaz. mly achtkit 9il ly rah sitm rd 50 drhmaan ila 7saby. lm yunfd chi2",148,darija_arabizi,negative,148,30
968,67273093,Taurus Aspirateur Balai Homeland Infinity Ultra Léger 600 W,"Maison, cuisine & bureau",67273093_rev_5,1.0,joumya 7ta ma t9ach fiha wma 7mayach llmsthlk tjrba khayba m3 lchra2 mn joumya khas lchra2 mbachra mn lmtjr ma t9ach,116,darija_arabizi,negative,116,21
969,56048220,Joma Chaussures Futsal AGUILA black  Chaussure football tout terrain noir,Sports & Loisirs,56048220_rev_3,1.0,"machy radin balmra, wsl tlby ywm lsbt 03 sbtmbr ila lrbat 7waly lsa3a 11 wlm astlmh ima ywmch latnin 05 sbtmbr",110,darija_arabizi,negative,110,21
970,63523557,Accélérateur Scooter électrique pour Xiaomi Pro M365,Sports & Loisirs,63523557_rev_3,3.0,fy lbdaya kan kl chi2 kikhdm mzyan lkn b3d 3 asabi3 b9y dwasa ltsar3 3al9a,74,darija_arabizi,neutral,74,15
971,41570626,BM-800 Professional Broadcasting Studio Recording Condenser Microphone Mic Kit,TV & HIGH TECH,41570626_rev_3,2.0,jouda sout khayba wal9abs 7bs makikhdmch b3d 3 ayam,51,darija_arabizi,negative,51,9
972,60840048,DECAKILA Mixeur sur socle 570ml,"Maison, cuisine & bureau",60840048_rev_4,3.0,machy 9wyaan bma fih lkfaya,27,darija_arabizi,neutral,27,5
973,48570357,Genouillère Bande Genou de Sport élastiques protection - Douleur Genoux,Sports & Loisirs,48570357_rev_3,1.0,ljouda khayba,13,darija_arabizi,negative,13,2
974,mpg934749,Bosch MMR08R2 MINI HACHOIR Rouge : Couteau inox + Multifonction ; 400W,"Maison, cuisine & bureau",mpg934749_rev_4,5.0,"mntouj bjouda 3alya jdaan, kns7 bih",35,darija_arabizi,positive,35,6
975,40800726,"Ring Light LED 33cm + Trepied Tripod 2M et Support Telephone, Selfie Video Photo",TV & HIGH TECH,40800726_rev_4,3.0,ida2a d3ifa,11,darija_arabizi,neutral,11,2
976,63024205,"Taurus Aspirateur balai sans fil 3en1, Autonomie 60 min, 29,6V, 2 vitesses,Lumière LED","Maison, cuisine & bureau",63024205_rev_3,1.0,"tlbt lirja3 fy nfs ywm astlam lmntj, 7it lfrchaa tt3tl b7al chr7t llmoudf, lkn khbra2hm lt9nyyn fy joumya 9alwa raha ktkhdm mzyan!! l9d tm irja3 lmntouj balf3l mn 9bl 3mil akhr, wystmroun fy tdawl mntouj m3ib, ima an 3ndihm mchkla m3 lmourd, aw anhm yrfdoun rd lmal ly. kns7 b3dm tlb lajhza lmnzlya mn joumya: makaynch dman s3oubat fy tlb lastrdad aw ltbdil bmntj akhr khas lantdar 15 ywmaan wb3d mtab3at mt3dda ll7soul 3la rd fr9 kbir m3 lmtajr lkbra",451,darija_arabizi,negative,451,80
977,mpg1399528,PROFI CARE Aspirateur à main et au sol à batterie haute performance - nettoyage sans fil,"Maison, cuisine & bureau",mpg1399528_rev_3,2.0,"mntouj m9boul. llasf, anfslt l3jlat b3d 7waly 6 achhr mn lchra2. toujd kharj 7jra lchft mma yj3lha 3rda lldrr. makns7ch bihda lmntouj itla9aan bhda ltmn lastkhdam 9sir khda",172,darija_arabizi,negative,172,28
978,67624804,beIN SPORTS STREAM TV Box avec 3 Mois d’abonnement,TV & HIGH TECH,67624804_rev_4,5.0,mzyan bzaf,10,darija_arabizi,positive,10,2
979,mpg931294,"Top Sport Tapis de Yoga et Fitness, Extra Epais 15mm, 180 x 60 cm abdo cardio musculation",Sports & Loisirs,mpg931294_rev_5,3.0,machy ma tdhrh lsoura lknh y2dy lmhma 3la ay 7al,48,darija_arabizi,neutral,48,10
980,65589111,"Ceinture de soutien ajustable pour les épaules,Protège d'épaule pour Sport pour Femme et homme",Sports & Loisirs,65589111_rev_4,1.0,ljouda khayba,13,darija_arabizi,negative,13,2
981,65635983,"Support pour GoPro hero 12, GoPro hero 11, GoPro hero 10, GoPro hero 9, 8, 7, 6, 5, 4 + Ceinture Sangle de poitrine de Telephone",TV & HIGH TECH,65635983_rev_3,4.0,jouda btmn mnasb. 3mly bzaf,27,darija_arabizi,positive,27,5
982,mpg931294,"Top Sport Tapis de Yoga et Fitness, Extra Epais 15mm, 180 x 60 cm abdo cardio musculation",Sports & Loisirs,mpg931294_rev_4,1.0,"mntouj machy mtab9 llousf, 10 mlm bdlaan mn 15 mlm, jouda lsjad khayba",70,darija_arabizi,negative,70,13
983,67527326,"Echolink Smart TV 32"" QLED - WhaleOS - Wifi - Récepteur Intégré - HD 2.4/5GHz Bluetooth + Support Mural",TV & HIGH TECH,67527326_rev_4,5.0,jouda btmn mnasb,16,darija_arabizi,positive,16,3
984,63949403,poignée _ Musclet de main-Hand grip-Éponge Poignée 5kg/60kg,Sports & Loisirs,63949403_rev_5,3.0,l3dad mhrs,10,darija_arabizi,neutral,10,2
985,67201651,"Tapis Antidérapante pour yoga,Fitness, sport et gymnastique, Tapis Multifonctionnel 180x50x0,6cm, Bleu",Sports & Loisirs,67201651_rev_3,3.0,mtoust,6,darija_arabizi,neutral,6,1
986,63134375,Mellerware Hachoir chopper électrique 360ml,"Maison, cuisine & bureau",63134375_rev_3,1.0,"machy 9abl llastkhdam bsbb tmas khrba2y dakhl ljhaz, m7al ft7h llisla7, lda... mra akhra, ila sla lmhmlat",105,darija_arabizi,negative,105,17
987,65769100,schlëizer Friteuse sans Huile - Airfryer -  2 paniers - 15 Litres -Germany,"Maison, cuisine & bureau",65769100_rev_5,1.0,"15 ltraan s7i7, lkn ltouzi3 khayb 7.5 ltr sghir bzaf mn 7it l7jm lbsry walmfid, asghr mn m9laa 5 ltr",100,darija_arabizi,negative,100,20
988,66151905,Câble de charge haute vitesse PD 240W QC 4.0 USB Type-C vers Type-C pour Téléphone PC et Mac 48V 5A,TV & HIGH TECH,66151905_rev_6,5.0,wa3r,4,darija_arabizi,positive,4,1
989,62631204,Bonnet de natation en silicone Imperméable Bonnet de Piscine & Sports Nautiques,Sports & Loisirs,62631204_rev_3,2.0,"l9b3a di9a bzaf 3la lras khas an tkoun bm9as 9yasy, ana kha2b laml mn lchra2",76,darija_arabizi,negative,76,15
990,mpg1544723,"REVOLUTION 24 HD Ready LED Tv HD Récepteur intégré + TNT + HDMI, USB, A+DC, Support Mural",TV & HIGH TECH,mpg1544723_rev_3,2.0,ltlfaz kikhdm mzyan lkn jhaz last9bal lmdmj ma ylt9tch ay ichara,64,darija_arabizi,negative,64,11
991,mpg1544723,"REVOLUTION 24 HD Ready LED Tv HD Récepteur intégré + TNT + HDMI, USB, A+DC, Support Mural",TV & HIGH TECH,mpg1544723_rev_3,2.0,ltlfaz kikhdm mzyan lkn jhaz last9bal lmdmj ma ylt9tch ay ichara,64,darija_arabizi,negative,64,11
992,mpg1544888,"Samsung 32 HD Smart TV One UI Tizen, HDR, TV Plus gratuit + Support Gratuit, 32H5000F",TV & HIGH TECH,mpg1544888_rev_4,3.0,mdtr ltousil jhaz ast9bal kharjy,32,darija_arabizi,neutral,32,5
993,61386348,XIAOMI Nouveau Model 2023 Mi Home Security caméra IP intelligente 1080P WiFi 360,TV & HIGH TECH,61386348_rev_5,3.0,wa3r,4,darija_arabizi,neutral,4,1
