review_id,text,language,rating,sentiment,product_category,text_clean_classique,text_clean_light
mpg1447253_rev_3,الإضاءة لا تعمل !!,ARABIC,1.0,negative,"Maison, cuisine & bureau",الإضاءة لا تعمل,الإضاءة لا تعمل !!
mpg1469917_rev_4,لقد وصلت إليها بأقدام متضررة قليلاً,ARABIC,3.0,neutral,TV & HIGH TECH,لقد وصلت إليها بأقدام متضررة,لقد وصلت إليها بأقدام متضررة قليلاً
mpg92932_rev_6,ضعيف قليلاً، ولكن جيد جداً للفائدة.,ARABIC,3.0,neutral,TV & HIGH TECH,ضعيف ولكن جيد للفائدة,ضعيف قليلاً، ولكن جيد جداً للفائدة.
63574765_rev_4,جودة جيدة,ARABIC,4.0,positive,Sports & Loisirs,جودة جيدة,جودة جيدة
67273093_rev_4,لا أوصي بذلك.,ARABIC,1.0,negative,"Maison, cuisine & bureau",لا أوصي بذلك,لا أوصي بذلك.
48136745_rev_5,متوسط الجودة، منتج جيد في الاستخدام مع الحد الأدنى من الظروف، فمن الممكن العثور على أفضل.,ARABIC,3.0,neutral,Sports & Loisirs,متوسط منتج جيد في الاستخدام مع الحد الأدنى من فمن الممكن العثور على أفضل,متوسط الجودة، منتج جيد في الاستخدام مع الحد الأدنى من الظروف، فمن الممكن العثور على أفضل.
mpg947936_rev_4,وكان المنتج قد تعطلت حتى بعد أقل من أسبوع من استقباله.,ARABIC,1.0,negative,TV & HIGH TECH,وكان المنتج قد تعطلت حتى بعد أقل من أسبوع من استقباله,وكان المنتج قد تعطلت حتى بعد أقل من أسبوع من استقباله.
65142657_rev_5,خفيف ويقوم بعمله.,ARABIC,5.0,positive,"Maison, cuisine & bureau",خفيف ويقوم بعمله,خفيف ويقوم بعمله.
48136745_rev_5,متوسط الجودة، منتج جيد في الاستخدام مع الحد الأدنى من الظروف، فمن الممكن العثور على أفضل.,ARABIC,3.0,neutral,Sports & Loisirs,متوسط منتج جيد في الاستخدام مع الحد الأدنى من فمن الممكن العثور على أفضل,متوسط الجودة، منتج جيد في الاستخدام مع الحد الأدنى من الظروف، فمن الممكن العثور على أفضل.
mpg1539036_rev_4,أداة جيدة بشكل عام، ولكن يوتيوب خطأ ويحتاج إلى إعادة تعيينها للعمل، وليس من المستغرب أن النسخة Android المثبتة ليست معتمدة من قبل جوجل. وإلا فإن التطبيقات الأخرى تعمل بشكل صحيح.,ARABIC,3.0,neutral,TV & HIGH TECH,أداة جيدة بشكل ولكن يوتيوب خطأ ويحتاج إلى إعادة تعيينها وليس من المستغرب أن النسخة android المثبتة ليست معتمدة من قبل جوجل وإلا فإن التطبيقات الأخرى تعمل بشكل صحيح,أداة جيدة بشكل عام، ولكن يوتيوب خطأ ويحتاج إلى إعادة تعيينها للعمل، وليس من المستغرب أن النسخة android المثبتة ليست معتمدة من قبل جوجل. وإلا فإن التطبيقات الأخرى تعمل بشكل صحيح.
65416983_rev_3,ليس هناك كرات صغيرة ولكن ليس سيئا.,ARABIC,3.0,neutral,Sports & Loisirs,ليس هناك كرات صغيرة ولكن ليس سيئا,ليس هناك كرات صغيرة ولكن ليس سيئا.
38716040_rev_5,كان المنتج مُقدمًا مع الدعم المشمول، وعند التسليم لم أجد سوى التلفاز، وعندما أطلقت على الشركة، قالت إنها ستعيد لي 50 ألف دولار على حسابي، ولم يتم فعل أي شيء.,ARABIC,1.0,negative,TV & HIGH TECH,كان المنتج مع الدعم وعند التسليم لم أجد سوى وعندما أطلقت على قالت إنها ستعيد لي ألف دولار على ولم يتم فعل أي شيء,كان المنتج مُقدمًا مع الدعم المشمول، وعند التسليم لم أجد سوى التلفاز، وعندما أطلقت على الشركة، قالت إنها ستعيد لي 50 ألف دولار على حسابي، ولم يتم فعل أي شيء.
64231347_rev_5,بسيط وسريع، ومفيد إذا لم يكن لديك جهاز تحكم عن بعد للفيديو الخاص بك.,ARABIC,4.0,positive,TV & HIGH TECH,بسيط ومفيد إذا لم يكن لديك جهاز تحكم عن بعد للفيديو الخاص بك,بسيط وسريع، ومفيد إذا لم يكن لديك جهاز تحكم عن بعد للفيديو الخاص بك.
mpg1460809_rev_4,الجودة العظيمة,ARABIC,1.0,negative,"Maison, cuisine & bureau",الجودة العظيمة,الجودة العظيمة
65743968_rev_4,حقاً لا شيء,ARABIC,1.0,negative,"Maison, cuisine & bureau",لا شيء,حقاً لا شيء
mpg843761_rev_3,ليس فعالاً.,ARABIC,3.0,neutral,Sports & Loisirs,ليس,ليس فعالاً.
67307940_rev_4,إنتاج أداء، أوصي به، حتى لو اشتريت ثانية.,ARABIC,5.0,positive,TV & HIGH TECH,إنتاج أوصي حتى لو اشتريت ثانية,إنتاج أداء، أوصي به، حتى لو اشتريت ثانية.
65429625_rev_5,منتج عالي الجودة ويتوافق مع التعريف,ARABIC,5.0,positive,TV & HIGH TECH,منتج عالي الجودة ويتوافق مع التعريف,منتج عالي الجودة ويتوافق مع التعريف
mpg947936_rev_5,القضية بعد أسبوعين بالفعل.,ARABIC,3.0,neutral,TV & HIGH TECH,القضية بعد أسبوعين بالفعل,القضية بعد أسبوعين بالفعل.
65363820_rev_4,Bon Bon Bon,ARABIC,4.0,positive,"Maison, cuisine & bureau",bon bon bon,bon bon bon
53823858_rev_3,طموح بشدة.,ARABIC,1.0,negative,"Maison, cuisine & bureau",طموح بشدة,طموح بشدة.
65774067_rev_4,رؤية Mauvaise,ARABIC,2.0,negative,Sports & Loisirs,رؤية mauvaise,رؤية mauvaise
mpg1351162_rev_3,منتج جيد بشكل عام,ARABIC,3.0,neutral,"Maison, cuisine & bureau",منتج جيد بشكل عام,منتج جيد بشكل عام
mpg92932_rev_4,هش جداً ,ARABIC,1.0,negative,TV & HIGH TECH,هش,هش جداً
38822249_rev_5,يعمل المضرب بشكل جيد ولكن نظام أندرويد لا يعمل، وهناك متجر تطبيق كمتجر تطبيق بدلاً من جوجل بلاي، ولا تعمل Netflix وDisney+.,ARABIC,4.0,positive,TV & HIGH TECH,يعمل المضرب بشكل جيد ولكن نظام أندرويد لا وهناك متجر تطبيق كمتجر تطبيق من جوجل ولا تعمل netflix وdisney,يعمل المضرب بشكل جيد ولكن نظام أندرويد لا يعمل، وهناك متجر تطبيق كمتجر تطبيق بدلاً من جوجل بلاي، ولا تعمل netflix وdisney+.
67201651_rev_4,وزيادة الحجم,ARABIC,1.0,negative,Sports & Loisirs,وزيادة الحجم,وزيادة الحجم
65758989_rev_3,إن المنتج كاذب، والجودة لا تشمل 4K كما هو موضح، والصورة سيئة للغاية وخيبة أمل كبيرة.,ARABIC,1.0,negative,TV & HIGH TECH,إن المنتج والجودة لا تشمل k كما هو والصورة سيئة للغاية وخيبة أمل كبيرة,إن المنتج كاذب، والجودة لا تشمل 4k كما هو موضح، والصورة سيئة للغاية وخيبة أمل كبيرة.
57073748_rev_6,إذا تمزق بسرعة كبيرة,ARABIC,2.0,negative,Sports & Loisirs,إذا تمزق بسرعة كبيرة,إذا تمزق بسرعة كبيرة
65774067_rev_5,مقالة من نوعية سيئة جداً تأثير التوسع على مرآة المرآة الخلفية,ARABIC,1.0,negative,Sports & Loisirs,مقالة من نوعية سيئة تأثير التوسع على مرآة المرآة الخلفية,مقالة من نوعية سيئة جداً تأثير التوسع على مرآة المرآة الخلفية
mpg92932_rev_4,هش جداً ,ARABIC,1.0,negative,TV & HIGH TECH,هش,هش جداً
61942486_rev_5,إن الطيران يعمل بشكل مثالي، والبناء ليس أفضل، ولكنه يستحق الخمس نجوم.,ARABIC,5.0,positive,TV & HIGH TECH,إن الطيران يعمل بشكل والبناء ليس ولكنه يستحق الخمس نجوم,إن الطيران يعمل بشكل مثالي، والبناء ليس أفضل، ولكنه يستحق الخمس نجوم.
63613261_rev_5,اللحامة,ARABIC,5.0,positive,TV & HIGH TECH,اللحامة,اللحامة
64922713_rev_3,أعجبني التصميم الحديث الجميل، ولكنه يتحرك كثيرًا عندما يتم إضافة أو إزالة الصوت، وقد وضعت الدعم على الطاولة مع ملصقات ملصقة مزدوجة وجهها بحيث لا يتحرك، والآن هو مثالي.,ARABIC,4.0,positive,TV & HIGH TECH,أعجبني التصميم الحديث ولكنه يتحرك عندما يتم إضافة أو إزالة وقد وضعت الدعم على الطاولة مع ملصقات ملصقة مزدوجة وجهها بحيث لا والآن هو مثالي,أعجبني التصميم الحديث الجميل، ولكنه يتحرك كثيرًا عندما يتم إضافة أو إزالة الصوت، وقد وضعت الدعم على الطاولة مع ملصقات ملصقة مزدوجة وجهها بحيث لا يتحرك، والآن هو مثالي.
67547186_rev_3,المادة تتضمن العديد من التكاليف، وقد تم تسليمها، ولكن لم يتم ذكرها على الإنترنت، لذلك لم يكن لدي أي يد للحصول على مطالبة وإرجاعها في خلال المدة القانونية السبعة أيام، أجد أن النظام يتم التلاعب به حتى لا يتم إرجاع المنتج في الوقت المحدد....,ARABIC,1.0,negative,"Maison, cuisine & bureau",المادة تتضمن العديد من وقد تم ولكن لم يتم ذكرها على لذلك لم يكن لدي أي يد للحصول على مطالبة وإرجاعها في خلال المدة القانونية السبعة أجد أن النظام يتم التلاعب به حتى لا يتم إرجاع المنتج في الوقت المحدد,المادة تتضمن العديد من التكاليف، وقد تم تسليمها، ولكن لم يتم ذكرها على الإنترنت، لذلك لم يكن لدي أي يد للحصول على مطالبة وإرجاعها في خلال المدة القانونية السبعة أيام، أجد أن النظام يتم التلاعب به حتى لا يتم إرجاع المنتج في الوقت المحدد....
66246898_rev_3,حسناً جداً,ARABIC,5.0,positive,"Maison, cuisine & bureau",,حسناً جداً
mpg46159_rev_5,الهشاشة,ARABIC,3.0,neutral,Sports & Loisirs,الهشاشة,الهشاشة
65437112_rev_4,حرق سريعاً...الضوضاء الصاخبة.,ARABIC,3.0,neutral,"Maison, cuisine & bureau",حرق الصاخبة,حرق سريعاً...الضوضاء الصاخبة.
67228364_rev_3,لا تقبل الرقائق المدفوعة مسبقاً، تحتاج إلى الرقائق من نوع الاشتراك، مشكلة APN غير معروفة.,ARABIC,3.0,neutral,TV & HIGH TECH,لا تقبل الرقائق المدفوعة تحتاج إلى الرقائق من نوع مشكلة apn غير معروفة,لا تقبل الرقائق المدفوعة مسبقاً، تحتاج إلى الرقائق من نوع الاشتراك، مشكلة apn غير معروفة.
63928477_rev_3,هذه الكاميرا لا تعمل بشكل صحيح: يجب أن تبقى متعلقة باستمرار، مما يجعلها غير قابلة للاستخدام المعلن عنها. الخصائص الخادعة، وخاصة فيما يتعلق بطاقة الذاكرة (64 غو إلزامية) ، والمعلومات غير المحددة بوضوح. الجودة المصنعة ضعيفة، والكاميرا يمكن اكتشافها بسهولة، وبالتالي فهي لا فائدة من أي استخدام متواضع. بصراحة، هذه خسارة أموال. أنا آسف بشدة على هذه الشراء. هذه هي تجربتي الأولى على Jumia وهي سلبية للغاية. أنا أوصي بشدة على هذا المنتج والبائع.,ARABIC,2.0,negative,TV & HIGH TECH,هذه الكاميرا لا تعمل بشكل صحيح يجب أن تبقى متعلقة مما يجعلها غير قابلة للاستخدام المعلن عنها الخصائص وخاصة فيما يتعلق بطاقة الذاكرة غو إلزامية والمعلومات غير المحددة بوضوح الجودة المصنعة والكاميرا يمكن اكتشافها وبالتالي فهي لا فائدة من أي استخدام متواضع هذه خسارة أموال أنا آسف بشدة على هذه الشراء هذه هي تجربتي الأولى على jumia وهي سلبية للغاية أنا أوصي بشدة على هذا المنتج والبائع,هذه الكاميرا لا تعمل بشكل صحيح: يجب أن تبقى متعلقة باستمرار، مما يجعلها غير قابلة للاستخدام المعلن عنها. الخصائص الخادعة، وخاصة فيما يتعلق بطاقة الذاكرة (64 غو إلزامية) ، والمعلومات غير المحددة بوضوح. الجودة المصنعة ضعيفة، والكاميرا يمكن اكتشافها بسهولة، وبالتالي فهي لا فائدة من أي استخدام متواضع. بصراحة، هذه خسارة أموال. أنا آسف بشدة على هذه الشراء. هذه هي تجربتي الأولى على jumia وهي سلبية للغاية. أنا أوصي بشدة على هذا المنتج والبائع.
mpg1398156_rev_4,أنا لست راضًا عن شراءي على الإطلاق ، هناك بالفعل زر لا يعمل.,ARABIC,1.0,negative,"Maison, cuisine & bureau",أنا لست عن شراءي على الإطلاق هناك بالفعل زر لا يعمل,أنا لست راضًا عن شراءي على الإطلاق ، هناك بالفعل زر لا يعمل.
41570626_rev_4,إنّه يفتقر إلى البطاقة الصغيرة.,ARABIC,3.0,neutral,TV & HIGH TECH,يفتقر إلى البطاقة الصغيرة,إنّه يفتقر إلى البطاقة الصغيرة.
37934532_rev_3,صغيرا جداً (الصور تشير إلى العكس) ، وأدى قوياً جداً وغير منتشراً، مما يخلق انعكاسات هائلة.,ARABIC,2.0,negative,TV & HIGH TECH,صغيرا الصور تشير إلى العكس وأدى وغير مما يخلق انعكاسات هائلة,صغيرا جداً (الصور تشير إلى العكس) ، وأدى قوياً جداً وغير منتشراً، مما يخلق انعكاسات هائلة.
49314577_rev_3,ثلاثة نوعيات جيدة,ARABIC,5.0,positive,Sports & Loisirs,ثلاثة نوعيات جيدة,ثلاثة نوعيات جيدة
mpg1542626_rev_3,المعبأة بشكل جيد، منتجة بجودة جيدة,ARABIC,5.0,positive,"Maison, cuisine & bureau",المعبأة بشكل منتجة بجودة جيدة,المعبأة بشكل جيد، منتجة بجودة جيدة
65022191_rev_5,إنه يعمل بشكل رائع!,ARABIC,5.0,positive,TV & HIGH TECH,إنه يعمل بشكل رائع,إنه يعمل بشكل رائع!
65774067_rev_3,لا يتوافق مع، سوء الرؤية,ARABIC,1.0,negative,Sports & Loisirs,لا يتوافق سوء الرؤية,لا يتوافق مع، سوء الرؤية
61115189_rev_6,ويتوقف الشاشة عن الاتصال مع أقل حركة.,ARABIC,1.0,negative,TV & HIGH TECH,ويتوقف الشاشة عن الاتصال مع أقل حركة,ويتوقف الشاشة عن الاتصال مع أقل حركة.
mpg1469060_rev_5,مع هذه الآلة ، يتم تقديم كوب جيد من القهوة ومختلفاتها دافئة للغاية. للأسف ، تكون كبسولات نستلي الأصلية نادرة. ولكن تجار أخرى تأتي لتملأ الفراغ.,ARABIC,3.0,neutral,"Maison, cuisine & bureau",مع هذه الآلة يتم تقديم كوب جيد من القهوة ومختلفاتها دافئة للغاية للأسف تكون كبسولات نستلي الأصلية نادرة ولكن تجار أخرى تأتي لتملأ الفراغ,مع هذه الآلة ، يتم تقديم كوب جيد من القهوة ومختلفاتها دافئة للغاية. للأسف ، تكون كبسولات نستلي الأصلية نادرة. ولكن تجار أخرى تأتي لتملأ الفراغ.
mpg1398081_rev_3,في هذا الكائن وجدت أنه من الجودة الجيدة وكل شيء متاح للطلاب بالمقارنة مع السعر,ARABIC,5.0,positive,"Maison, cuisine & bureau",في هذا الكائن وجدت أنه من الجودة الجيدة وكل شيء متاح للطلاب بالمقارنة مع السعر,في هذا الكائن وجدت أنه من الجودة الجيدة وكل شيء متاح للطلاب بالمقارنة مع السعر
65387939_rev_4,أنا أقدّر هذا المنتج كثيراً.,ARABIC,5.0,positive,TV & HIGH TECH,أنا هذا المنتج,أنا أقدّر هذا المنتج كثيراً.
65437112_rev_4,حرق سريعاً...الضوضاء الصاخبة.,ARABIC,3.0,neutral,"Maison, cuisine & bureau",حرق الصاخبة,حرق سريعاً...الضوضاء الصاخبة.
64922783_rev_5,إنها مضطربة في أول سقوط.,ARABIC,1.0,negative,TV & HIGH TECH,إنها مضطربة في أول سقوط,إنها مضطربة في أول سقوط.
65320593_rev_5,إنها تعمل بشكل جيد، ولكن يد الروبوتات لا تتضامن بشكل جيد مع الاختلاط أو البطارية، يجب أن تمسك كل منهما بكلتا اليدين، وهذا ليس مفيدًا.,ARABIC,3.0,neutral,"Maison, cuisine & bureau",إنها تعمل بشكل ولكن يد الروبوتات لا تتضامن بشكل جيد مع الاختلاط أو يجب أن تمسك كل منهما بكلتا وهذا ليس,إنها تعمل بشكل جيد، ولكن يد الروبوتات لا تتضامن بشكل جيد مع الاختلاط أو البطارية، يجب أن تمسك كل منهما بكلتا اليدين، وهذا ليس مفيدًا.
67407326_rev_5,في هذه الحالة، أوصي بتقديم المساعدة المتصلة.,ARABIC,5.0,positive,TV & HIGH TECH,في هذه أوصي بتقديم المساعدة المتصلة,في هذه الحالة، أوصي بتقديم المساعدة المتصلة.
mpg933518_rev_4,إن المنتجات رائعة، لا شيء يمكن قوله.,ARABIC,5.0,positive,"Maison, cuisine & bureau",إن المنتجات لا شيء يمكن قوله,إن المنتجات رائعة، لا شيء يمكن قوله.
48359761_rev_5,كنت أتمنى أن يتم بيع الراديو مع مفتاح USB الخاص به... لأن صعوبة في العثور على مفتاح USB متوافق,ARABIC,3.0,neutral,TV & HIGH TECH,كنت أتمنى أن يتم بيع الراديو مع مفتاح usb الخاص به لأن صعوبة في العثور على مفتاح usb متوافق,كنت أتمنى أن يتم بيع الراديو مع مفتاح usb الخاص به... لأن صعوبة في العثور على مفتاح usb متوافق
66565050_rev_3,أمر سيء جداً، واللمس تتفاعل بشكل عشوائي,ARABIC,1.0,negative,TV & HIGH TECH,أمر سيء واللمس تتفاعل بشكل عشوائي,أمر سيء جداً، واللمس تتفاعل بشكل عشوائي
65392649_rev_4,الجودة العليا,ARABIC,5.0,positive,"Maison, cuisine & bureau",الجودة العليا,الجودة العليا
37481455_rev_4,الجودة العملية الرائعة جداً و الجودة المثالية على الإطلاق.,ARABIC,5.0,positive,TV & HIGH TECH,الجودة العملية الرائعة و الجودة المثالية على الإطلاق,الجودة العملية الرائعة جداً و الجودة المثالية على الإطلاق.
63651502_rev_3,المنتجات لا تتوافق مع التعريف,ARABIC,1.0,negative,Sports & Loisirs,المنتجات لا تتوافق مع التعريف,المنتجات لا تتوافق مع التعريف
65351896_rev_3,أنا أوصي بذلك,ARABIC,5.0,positive,Sports & Loisirs,أنا أوصي بذلك,أنا أوصي بذلك
67627045_rev_3,أعلى، عملي، لا بأس به (-) غياب إظهار رقمي,ARABIC,5.0,positive,"Maison, cuisine & bureau",لا بأس به غياب إظهار رقمي,أعلى، عملي، لا بأس به (-) غياب إظهار رقمي
mpg92932_rev_6,ضعيف قليلاً، ولكن جيد جداً للفائدة.,ARABIC,3.0,neutral,TV & HIGH TECH,ضعيف ولكن جيد للفائدة,ضعيف قليلاً، ولكن جيد جداً للفائدة.
48570357_rev_3,الجودة صفر,ARABIC,1.0,negative,Sports & Loisirs,الجودة صفر,الجودة صفر
53387582_rev_5,أجهزة جيدة جداً، قوية وسهلة الاستخدام والفراغ. علامة تجارية. نسبة جيدة جداً للجودة / السعر.,ARABIC,5.0,positive,"Maison, cuisine & bureau",أجهزة جيدة قوية وسهلة الاستخدام والفراغ علامة تجارية نسبة جيدة للجودة السعر,أجهزة جيدة جداً، قوية وسهلة الاستخدام والفراغ. علامة تجارية. نسبة جيدة جداً للجودة / السعر.
mpg1524202_rev_3,أوصي بسهولة تنظيفها وفعالية على السجاد والأرضيات.حتى العملات الصعبة الوصول إليها.,ARABIC,5.0,positive,"Maison, cuisine & bureau",أوصي بسهولة تنظيفها وفعالية على السجاد والأرضياتحتى العملات الصعبة الوصول إليها,أوصي بسهولة تنظيفها وفعالية على السجاد والأرضيات.حتى العملات الصعبة الوصول إليها.
67201651_rev_3,متوسط ,ARABIC,3.0,neutral,Sports & Loisirs,متوسط,متوسط
66299799_rev_3,كل شيء,ARABIC,5.0,positive,"Maison, cuisine & bureau",كل شيء,كل شيء
65299045_rev_3,إنها مفيدة، تعمل بالبلوثوث، التطبيق جيدًا لإنشاء الأشياء الصغيرة للطباعة.,ARABIC,5.0,positive,TV & HIGH TECH,إنها تعمل التطبيق لإنشاء الأشياء الصغيرة للطباعة,إنها مفيدة، تعمل بالبلوثوث، التطبيق جيدًا لإنشاء الأشياء الصغيرة للطباعة.
50632521_rev_5,تدابير كبيرة جيدة ولكن بدون دعم,ARABIC,3.0,neutral,TV & HIGH TECH,تدابير كبيرة جيدة ولكن بدون دعم,تدابير كبيرة جيدة ولكن بدون دعم
61364653_rev_4,لا تتردد في أخذها ، إنها من الأعلى,ARABIC,5.0,positive,"Maison, cuisine & bureau",لا تتردد في أخذها إنها من الأعلى,لا تتردد في أخذها ، إنها من الأعلى
65592053_rev_3,ومن السهل جداً ومرحباً أن ينزلق في قلادة.,ARABIC,5.0,positive,TV & HIGH TECH,ومن السهل أن ينزلق في قلادة,ومن السهل جداً ومرحباً أن ينزلق في قلادة.
65333755_rev_3,منتج ممتاز,ARABIC,5.0,positive,"Maison, cuisine & bureau",منتج ممتاز,منتج ممتاز
62988362_rev_4,إن قدرة البطارية مقارنة بقوة مصباح المصباح غير كافية.,ARABIC,3.0,neutral,Sports & Loisirs,إن قدرة البطارية مقارنة بقوة مصباح المصباح غير كافية,إن قدرة البطارية مقارنة بقوة مصباح المصباح غير كافية.
62807295_rev_4,قم بالقيام بالعملية ولكن ليس على القمة,ARABIC,3.0,neutral,"Maison, cuisine & bureau",قم بالقيام بالعملية ولكن ليس على القمة,قم بالقيام بالعملية ولكن ليس على القمة
mpg92932_rev_6,ضعيف قليلاً، ولكن جيد جداً للفائدة.,ARABIC,3.0,neutral,TV & HIGH TECH,ضعيف ولكن جيد للفائدة,ضعيف قليلاً، ولكن جيد جداً للفائدة.
39012498_rev_5,ينتج بشكل جيد جداً.,ARABIC,2.0,negative,TV & HIGH TECH,ينتج بشكل جيد,ينتج بشكل جيد جداً.
49646336_rev_5,لا تعمل ولا تشغيل الشبكة,ARABIC,1.0,negative,"Maison, cuisine & bureau",لا تعمل ولا تشغيل الشبكة,لا تعمل ولا تشغيل الشبكة
39012498_rev_4,الكمباكت والصالحة ابن ,ARABIC,4.0,positive,TV & HIGH TECH,الكمباكت والصالحة ابن,الكمباكت والصالحة ابن
66597548_rev_4,ممتاز ممتاز,ARABIC,4.0,positive,"Maison, cuisine & bureau",ممتاز ممتاز,ممتاز ممتاز
mpg875665_rev_3,حسناً ????,ARABIC,3.0,neutral,Sports & Loisirs,,حسناً ????
50633286_rev_4,Bon Produit Bon Produit,ARABIC,4.0,positive,"Maison, cuisine & bureau",bon produit bon produit,bon produit bon produit
41362655_rev_4,لا تقلق بشأن المنتج، فهو جيد جداً بسبب سعره.,ARABIC,5.0,positive,TV & HIGH TECH,لا تقلق بشأن فهو جيد بسبب سعره,لا تقلق بشأن المنتج، فهو جيد جداً بسبب سعره.
66566734_rev_4,من المستحيل تركيب العجلات التي تتحرك باستمرار، لذلك ليس ممكناً للغاية، لحسن الحظ، فإنه يتطلع!,ARABIC,3.0,neutral,"Maison, cuisine & bureau",من المستحيل تركيب العجلات التي تتحرك لذلك ليس لحسن فإنه يتطلع,من المستحيل تركيب العجلات التي تتحرك باستمرار، لذلك ليس ممكناً للغاية، لحسن الحظ، فإنه يتطلع!
65416983_rev_3,ليس هناك كرات صغيرة ولكن ليس سيئا.,ARABIC,3.0,neutral,Sports & Loisirs,ليس هناك كرات صغيرة ولكن ليس سيئا,ليس هناك كرات صغيرة ولكن ليس سيئا.
mpg1544718_rev_3,أعلى  أعلى ,ARABIC,5.0,positive,"Maison, cuisine & bureau",أعلى أعلى,أعلى أعلى
36830720_rev_4,ليس سيئاً ولكن ضعيفاً,ARABIC,3.0,neutral,TV & HIGH TECH,ليس ولكن,ليس سيئاً ولكن ضعيفاً
62830652_rev_4,حسناً.,ARABIC,5.0,positive,TV & HIGH TECH,,حسناً.
mpg1399528_rev_3,المنتج صحيح. للأسف، تُفصل عجلات الجدول بعد حوالي ستة أشهر من شرائها. إنها خارج المقصورة، مما يجعلها عرضة للخطر. أنا لا أوصي بأي شكل من الأشكال بهذه المادة على هذا السعر لاستخدام قصير.,ARABIC,2.0,negative,"Maison, cuisine & bureau",المنتج صحيح عجلات الجدول بعد حوالي ستة أشهر من شرائها إنها خارج مما يجعلها عرضة للخطر أنا لا أوصي بأي شكل من الأشكال بهذه المادة على هذا السعر لاستخدام قصير,المنتج صحيح. للأسف، تُفصل عجلات الجدول بعد حوالي ستة أشهر من شرائها. إنها خارج المقصورة، مما يجعلها عرضة للخطر. أنا لا أوصي بأي شكل من الأشكال بهذه المادة على هذا السعر لاستخدام قصير.
mpg843761_rev_3,ليس فعالاً.,ARABIC,3.0,neutral,Sports & Loisirs,ليس,ليس فعالاً.
64163097_rev_4,الآلة الفائقة,ARABIC,5.0,positive,"Maison, cuisine & bureau",الآلة الفائقة,الآلة الفائقة
mpg1469060_rev_5,مع هذه الآلة ، يتم تقديم كوب جيد من القهوة ومختلفاتها دافئة للغاية. للأسف ، تكون كبسولات نستلي الأصلية نادرة. ولكن تجار أخرى تأتي لتملأ الفراغ.,ARABIC,3.0,neutral,"Maison, cuisine & bureau",مع هذه الآلة يتم تقديم كوب جيد من القهوة ومختلفاتها دافئة للغاية للأسف تكون كبسولات نستلي الأصلية نادرة ولكن تجار أخرى تأتي لتملأ الفراغ,مع هذه الآلة ، يتم تقديم كوب جيد من القهوة ومختلفاتها دافئة للغاية. للأسف ، تكون كبسولات نستلي الأصلية نادرة. ولكن تجار أخرى تأتي لتملأ الفراغ.
mpg73701_rev_3,الطلب الثاني ليس بنفس الجودة التي كانت بها الطلب الأول، كما أنه لا يتناسب مع المواد الأخرى.,ARABIC,2.0,negative,Sports & Loisirs,الطلب الثاني ليس بنفس الجودة التي كانت بها الطلب كما أنه لا يتناسب مع المواد الأخرى,الطلب الثاني ليس بنفس الجودة التي كانت بها الطلب الأول، كما أنه لا يتناسب مع المواد الأخرى.
mpg1351162_rev_3,منتج جيد بشكل عام,ARABIC,3.0,neutral,"Maison, cuisine & bureau",منتج جيد بشكل عام,منتج جيد بشكل عام
mpg46159_rev_5,الهشاشة,ARABIC,3.0,neutral,Sports & Loisirs,الهشاشة,الهشاشة
29015221_rev_6,"""مولينكس"" أفضل",ARABIC,1.0,negative,"Maison, cuisine & bureau",مولينكس أفضل,"""مولينكس"" أفضل"
62091910_rev_5,إنه ثلج كبير بسيط جداً ، لقد تلقيت الإثنين كإشارة ، وأستخدمهم لفترة جيدة ، لأشهر أعتقد أنهم متشابهون ولا يتغير شيء .,ARABIC,4.0,positive,Sports & Loisirs,إنه ثلج كبير بسيط لقد تلقيت الإثنين كإشارة وأستخدمهم لفترة جيدة لأشهر أعتقد أنهم متشابهون ولا يتغير شيء,إنه ثلج كبير بسيط جداً ، لقد تلقيت الإثنين كإشارة ، وأستخدمهم لفترة جيدة ، لأشهر أعتقد أنهم متشابهون ولا يتغير شيء .
mpg1352966_rev_4,أنا أحب ذلك.,ARABIC,3.0,neutral,TV & HIGH TECH,أنا أحب ذلك,أنا أحب ذلك.
62879137_rev_3,لا شيء لا شيء,ARABIC,1.0,negative,TV & HIGH TECH,لا شيء لا شيء,لا شيء لا شيء
66308799_rev_5,مقالة جيدة,ARABIC,2.0,negative,"Maison, cuisine & bureau",مقالة جيدة,مقالة جيدة
61942486_rev_3,إنه تقليد عادي للسيطرة عن بعد سامسونج الحقيقية.,ARABIC,1.0,negative,TV & HIGH TECH,إنه تقليد عادي للسيطرة عن بعد سامسونج الحقيقية,إنه تقليد عادي للسيطرة عن بعد سامسونج الحقيقية.
mpg1398968_rev_3,هذا ما يمر من كل شيء.,ARABIC,1.0,negative,TV & HIGH TECH,هذا ما يمر من كل شيء,هذا ما يمر من كل شيء.
18574341_rev_6,متطابقة مع وصفها أو صورها أوصي بها,ARABIC,5.0,positive,"Maison, cuisine & bureau",متطابقة مع وصفها أو صورها أوصي بها,متطابقة مع وصفها أو صورها أوصي بها
37934532_rev_3,صغيرا جداً (الصور تشير إلى العكس) ، وأدى قوياً جداً وغير منتشراً، مما يخلق انعكاسات هائلة.,ARABIC,2.0,negative,TV & HIGH TECH,صغيرا الصور تشير إلى العكس وأدى وغير مما يخلق انعكاسات هائلة,صغيرا جداً (الصور تشير إلى العكس) ، وأدى قوياً جداً وغير منتشراً، مما يخلق انعكاسات هائلة.
